census_tract,Measure,health_outcome_value,TotalPopulation,Geolocation,CategoryID,health_outcome_label
51710007001,All teeth lost among adults aged >=65 years,13.9,1555,POINT (-76.21734423 36.86159155),HLTHOUT,TEETHLOST
51710000201,Current asthma among adults aged >=18 years,11.3,2742,POINT (-76.23748996 36.94398512),HLTHOUT,CASTHMA
51710006901,Physical health not good for >=14 days among adults aged >=18 years,10.6,3384,POINT (-76.19874255 36.85420201),HLTHSTAT,PHLTH
51710003501,Chronic obstructive pulmonary disease among adults aged >=18 years,10.5,3419,POINT (-76.27659293 36.86156759),HLTHOUT,COPD
51710000600,Current asthma among adults aged >=18 years,12.4,4327,POINT (-76.253423 36.9404275),HLTHOUT,CASTHMA
51710005701,Obesity among adults aged >=18 years,48.9,4663,POINT (-76.2553866 36.91099182),HLTHOUT,OBESITY
51710005000,Obesity among adults aged >=18 years,53.6,3271,POINT (-76.28278864 36.83259999),HLTHOUT,OBESITY
51710000500,No leisure-time physical activity among adults aged >=18 years,22.2,3181,POINT (-76.26320561 36.94746492),RISKBEH,LPA
51710005702,Hearing disability among adults aged >=18 years,5.9,2602,POINT (-76.24971851 36.89818847),DISABLT,HEARING
51710006400,Coronary heart disease among adults aged >=18 years,6.8,3277,POINT (-76.2350247 36.84692188),HLTHOUT,CHD
51710000700,No leisure-time physical activity among adults aged >=18 years,19,2864,POINT (-76.2537628 36.93309729),RISKBEH,LPA
51710004700,Cancer (excluding skin cancer) among adults aged >=18 years,1.2,2768,POINT (-76.26708391 36.84592943),HLTHOUT,CANCER
51710005602,Any disability among adults aged >=18 years,30.7,3397,POINT (-76.24369829 36.91958478),DISABLT,DISABILITY
51710004200,Depression among adults aged >=18 years,24.5,1744,POINT (-76.27705907 36.8525619),HLTHOUT,DEPRESSION
51710004002,Binge drinking among adults aged >=18 years,19.9,3097,POINT (-76.30109372 36.85947243),RISKBEH,BINGE
51710000700,Cognitive disability among adults ages >=18 years,12.4,2864,POINT (-76.2537628 36.93309729),DISABLT,COGNITION
51710001200,Self-care disability among adults aged >=18 years,2.9,3490,POINT (-76.3044108 36.91089776),DISABLT,SELFCARE
51710004400,Self-care disability among adults aged >=18 years,6.1,1460,POINT (-76.25393447 36.85594681),DISABLT,SELFCARE
51710002400,Chronic kidney disease among adults aged >=18 years,2.5,3461,POINT (-76.30969082 36.89706478),HLTHOUT,KIDNEY
51710000902,Sleeping less than 7 hours among adults aged >=18 years,37.9,3541,POINT (-76.30202349 36.93784894),RISKBEH,SLEEP
51710000800,Arthritis among adults aged >=18 years,20.9,2075,POINT (-76.26881805 36.93878702),HLTHOUT,ARTHRITIS
51710006601,Mobility disability among adults aged >=18 years,11.4,723,POINT (-76.22959011 36.92290144),DISABLT,MOBILITY
51710007002,Obesity among adults aged >=18 years,42.9,3559,POINT (-76.21770244 36.84569074),HLTHOUT,OBESITY
51710004300,Hearing disability among adults aged >=18 years,5.4,3499,POINT (-76.26511761 36.85525712),DISABLT,HEARING
51710000400,Cognitive disability among adults ages >=18 years,14.9,3241,POINT (-76.28108443 36.96558599),DISABLT,COGNITION
51710000902,Current asthma among adults aged >=18 years,11,3541,POINT (-76.30202349 36.93784894),HLTHOUT,CASTHMA
51710000500,Cognitive disability among adults ages >=18 years,15.3,3181,POINT (-76.26320561 36.94746492),DISABLT,COGNITION
51710004200,All teeth lost among adults aged >=65 years,42.8,1744,POINT (-76.27705907 36.8525619),HLTHOUT,TEETHLOST
51710002900,High blood pressure among adults aged >=18 years,42.2,3973,POINT (-76.28102761 36.87471555),HLTHOUT,BPHIGH
51710006602,Any disability among adults aged >=18 years,28.5,2441,POINT (-76.22082966 36.92333687),DISABLT,DISABILITY
51710006200,Chronic obstructive pulmonary disease among adults aged >=18 years,7.4,3305,POINT (-76.21691302 36.87205539),HLTHOUT,COPD
51710002100,High blood pressure among adults aged >=18 years,40.9,1414,POINT (-76.26825771 36.88921971),HLTHOUT,BPHIGH
51710006800,Diagnosed diabetes among adults aged >=18 years,10.9,1765,POINT (-76.193864 36.86497999),HLTHOUT,DIABETES
51710006604,All teeth lost among adults aged >=65 years,13.3,1892,POINT (-76.1961695 36.92156559),HLTHOUT,TEETHLOST
51710000800,Current asthma among adults aged >=18 years,11.1,2075,POINT (-76.26881805 36.93878702),HLTHOUT,CASTHMA
51710002900,Hearing disability among adults aged >=18 years,4.6,3973,POINT (-76.28102761 36.87471555),DISABLT,HEARING
51710001200,Binge drinking among adults aged >=18 years,19.1,3490,POINT (-76.3044108 36.91089776),RISKBEH,BINGE
51710006000,Vision disability among adults aged >=18 years,5.9,3578,POINT (-76.24314779 36.88692542),DISABLT,VISION
51710005701,Cancer (excluding skin cancer) among adults aged >=18 years,4.8,4663,POINT (-76.2553866 36.91099182),HLTHOUT,CANCER
51710006400,Obesity among adults aged >=18 years,48.4,3277,POINT (-76.2350247 36.84692188),HLTHOUT,OBESITY
51710001600,Mental health not good for >=14 days among adults aged >=18 years,17.5,1678,POINT (-76.29253882 36.91607892),HLTHSTAT,MHLTH
51710002000,Sleeping less than 7 hours among adults aged >=18 years,34.8,1320,POINT (-76.26147458 36.89686213),RISKBEH,SLEEP
51710005602,Cancer (excluding skin cancer) among adults aged >=18 years,5.8,3397,POINT (-76.24369829 36.91958478),HLTHOUT,CANCER
51710002800,Coronary heart disease among adults aged >=18 years,4.6,4151,POINT (-76.28510779 36.88518571),HLTHOUT,CHD
51710005602,Physical health not good for >=14 days among adults aged >=18 years,12.4,3397,POINT (-76.24369829 36.91958478),HLTHSTAT,PHLTH
51710000901,Cognitive disability among adults ages >=18 years,20.2,5472,POINT (-76.29947547 36.92486123),DISABLT,COGNITION
51710002500,High blood pressure among adults aged >=18 years,20.2,4748,POINT (-76.30738283 36.88245572),HLTHOUT,BPHIGH
51710003000,Hearing disability among adults aged >=18 years,4.9,1934,POINT (-76.26823836 36.8775901),DISABLT,HEARING
51710005902,Mobility disability among adults aged >=18 years,13.5,3907,POINT (-76.2276269 36.88619237),DISABLT,MOBILITY
51710006607,Independent living disability among adults aged >=18 years,7.7,3030,POINT (-76.21658621 36.89678113),DISABLT,INDEPLIVE
51710000100,Current asthma among adults aged >=18 years,11.6,2356,POINT (-76.22324269 36.93630231),HLTHOUT,CASTHMA
51710005702,Coronary heart disease among adults aged >=18 years,7.1,2602,POINT (-76.24971851 36.89818847),HLTHOUT,CHD
51710006604,High blood pressure among adults aged >=18 years,33.8,1892,POINT (-76.1961695 36.92156559),HLTHOUT,BPHIGH
51710002100,All teeth lost among adults aged >=65 years,10.8,1414,POINT (-76.26825771 36.88921971),HLTHOUT,TEETHLOST
51710004600,Arthritis among adults aged >=18 years,30.5,2193,POINT (-76.25252421 36.8422434),HLTHOUT,ARTHRITIS
51710006502,Diagnosed diabetes among adults aged >=18 years,9.2,2579,POINT (-76.18802269 36.92719523),HLTHOUT,DIABETES
51710006605,All teeth lost among adults aged >=65 years,11.4,2672,POINT (-76.20449231 36.91253579),HLTHOUT,TEETHLOST
51710006100,All teeth lost among adults aged >=65 years,15,7740,POINT (-76.24276354 36.87392642),HLTHOUT,TEETHLOST
51710003800,Sleeping less than 7 hours among adults aged >=18 years,32,22065,POINT (-76.3066606 36.86906456),RISKBEH,SLEEP
51710001500,Stroke among adults aged >=18 years,2,1995,POINT (-76.28375154 36.91302891),HLTHOUT,STROKE
51710000901,Mental health not good for >=14 days among adults aged >=18 years,24.3,5472,POINT (-76.29947547 36.92486123),HLTHSTAT,MHLTH
51710006602,Cancer (excluding skin cancer) among adults aged >=18 years,7.8,2441,POINT (-76.22082966 36.92333687),HLTHOUT,CANCER
51710001700,Physical health not good for >=14 days among adults aged >=18 years,10.1,2246,POINT (-76.28225129 36.90521532),HLTHSTAT,PHLTH
51710004900,Chronic obstructive pulmonary disease among adults aged >=18 years,4.8,3930,POINT (-76.28974606 36.85014723),HLTHOUT,COPD
51710005901,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,30,4678,POINT (-76.23404891 36.89658803),HLTHOUT,HIGHCHOL
51710002500,Independent living disability among adults aged >=18 years,11.8,4748,POINT (-76.30738283 36.88245572),DISABLT,INDEPLIVE
51710004300,Arthritis among adults aged >=18 years,32.5,3499,POINT (-76.26511761 36.85525712),HLTHOUT,ARTHRITIS
51710000202,Arthritis among adults aged >=18 years,24.7,3869,POINT (-76.23904879 36.93745451),HLTHOUT,ARTHRITIS
51710005702,Mobility disability among adults aged >=18 years,19,2602,POINT (-76.24971851 36.89818847),DISABLT,MOBILITY
51710006502,Stroke among adults aged >=18 years,2.3,2579,POINT (-76.18802269 36.92719523),HLTHOUT,STROKE
51710005901,Current asthma among adults aged >=18 years,13.9,4678,POINT (-76.23404891 36.89658803),HLTHOUT,CASTHMA
51710003600,Chronic obstructive pulmonary disease among adults aged >=18 years,3.7,1357,POINT (-76.28748476 36.86569697),HLTHOUT,COPD
51710005601,Binge drinking among adults aged >=18 years,18.6,3996,POINT (-76.237204 36.92869688),RISKBEH,BINGE
51710005100,All teeth lost among adults aged >=65 years,28.3,4522,POINT (-76.25961471 36.8317244),HLTHOUT,TEETHLOST
51710002600,Binge drinking among adults aged >=18 years,19.2,3835,POINT (-76.29714751 36.8858584),RISKBEH,BINGE
51710001200,Arthritis among adults aged >=18 years,24.9,3490,POINT (-76.3044108 36.91089776),HLTHOUT,ARTHRITIS
51710001300,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,27.9,2378,POINT (-76.28029637 36.91780115),HLTHOUT,HIGHCHOL
51710006603,Sleeping less than 7 hours among adults aged >=18 years,37.3,2400,POINT (-76.21016485 36.92172042),RISKBEH,SLEEP
51710004800,No leisure-time physical activity among adults aged >=18 years,50,1402,POINT (-76.28026309 36.84420395),RISKBEH,LPA
51710000800,Current smoking among adults aged >=18 years,16,2075,POINT (-76.26881805 36.93878702),RISKBEH,CSMOKING
51710002100,Depression among adults aged >=18 years,20.3,1414,POINT (-76.26825771 36.88921971),HLTHOUT,DEPRESSION
51710000902,Arthritis among adults aged >=18 years,7.3,3541,POINT (-76.30202349 36.93784894),HLTHOUT,ARTHRITIS
51710002600,Stroke among adults aged >=18 years,1.3,3835,POINT (-76.29714751 36.8858584),HLTHOUT,STROKE
51710002200,High blood pressure among adults aged >=18 years,30.2,1905,POINT (-76.28008644 36.89700155),HLTHOUT,BPHIGH
51710003400,Fair or poor self-rated health status among adults aged >=18 years,29,2068,POINT (-76.26703827 36.86517359),HLTHSTAT,GHLTH
51710006400,High blood pressure among adults aged >=18 years,44.7,3277,POINT (-76.2350247 36.84692188),HLTHOUT,BPHIGH
51710004900,Independent living disability among adults aged >=18 years,5.9,3930,POINT (-76.28974606 36.85014723),DISABLT,INDEPLIVE
51710001200,Chronic obstructive pulmonary disease among adults aged >=18 years,5.7,3490,POINT (-76.3044108 36.91089776),HLTHOUT,COPD
51710003700,Chronic kidney disease among adults aged >=18 years,1.9,2166,POINT (-76.29670837 36.86892066),HLTHOUT,KIDNEY
51710005100,High blood pressure among adults aged >=18 years,45,4522,POINT (-76.25961471 36.8317244),HLTHOUT,BPHIGH
51710000300,Any disability among adults aged >=18 years,25.7,2985,POINT (-76.25319205 36.95136103),DISABLT,DISABILITY
51710001500,Cancer (excluding skin cancer) among adults aged >=18 years,5.4,1995,POINT (-76.28375154 36.91302891),HLTHOUT,CANCER
51710007002,Independent living disability among adults aged >=18 years,7.8,3559,POINT (-76.21770244 36.84569074),DISABLT,INDEPLIVE
51710004900,Binge drinking among adults aged >=18 years,21.1,3930,POINT (-76.28974606 36.85014723),RISKBEH,BINGE
51710005800,Cognitive disability among adults ages >=18 years,17.4,4591,POINT (-76.23866298 36.90781786),DISABLT,COGNITION
51710002000,No leisure-time physical activity among adults aged >=18 years,20.5,1320,POINT (-76.26147458 36.89686213),RISKBEH,LPA
51710002500,Binge drinking among adults aged >=18 years,20.6,4748,POINT (-76.30738283 36.88245572),RISKBEH,BINGE
51710000700,Chronic kidney disease among adults aged >=18 years,2.6,2864,POINT (-76.2537628 36.93309729),HLTHOUT,KIDNEY
51710006606,Depression among adults aged >=18 years,20.9,4177,POINT (-76.22590948 36.90958277),HLTHOUT,DEPRESSION
51710000201,Sleeping less than 7 hours among adults aged >=18 years,38.5,2742,POINT (-76.23748996 36.94398512),RISKBEH,SLEEP
51710001700,Stroke among adults aged >=18 years,3.3,2246,POINT (-76.28225129 36.90521532),HLTHOUT,STROKE
51710002300,Chronic obstructive pulmonary disease among adults aged >=18 years,4.2,2028,POINT (-76.2984604 36.897845),HLTHOUT,COPD
51710006602,Self-care disability among adults aged >=18 years,3.3,2441,POINT (-76.22082966 36.92333687),DISABLT,SELFCARE
51710006800,Mobility disability among adults aged >=18 years,12.4,1765,POINT (-76.193864 36.86497999),DISABLT,MOBILITY
51710005601,Stroke among adults aged >=18 years,3.2,3996,POINT (-76.237204 36.92869688),HLTHOUT,STROKE
51710002000,Cognitive disability among adults ages >=18 years,11.5,1320,POINT (-76.26147458 36.89686213),DISABLT,COGNITION
51710006601,Independent living disability among adults aged >=18 years,6.3,723,POINT (-76.22959011 36.92290144),DISABLT,INDEPLIVE
51710003200,Binge drinking among adults aged >=18 years,16.2,2642,POINT (-76.26099194 36.87209972),RISKBEH,BINGE
51710006400,Current smoking among adults aged >=18 years,20.7,3277,POINT (-76.2350247 36.84692188),RISKBEH,CSMOKING
51710004700,Stroke among adults aged >=18 years,1.1,2768,POINT (-76.26708391 36.84592943),HLTHOUT,STROKE
51710006000,Mobility disability among adults aged >=18 years,14.3,3578,POINT (-76.24314779 36.88692542),DISABLT,MOBILITY
51710005000,Binge drinking among adults aged >=18 years,12.5,3271,POINT (-76.28278864 36.83259999),RISKBEH,BINGE
51710004001,Stroke among adults aged >=18 years,1.8,1037,POINT (-76.29183834 36.85983829),HLTHOUT,STROKE
51710003000,Cancer (excluding skin cancer) among adults aged >=18 years,6.1,1934,POINT (-76.26823836 36.8775901),HLTHOUT,CANCER
51710005800,Self-care disability among adults aged >=18 years,5.4,4591,POINT (-76.23866298 36.90781786),DISABLT,SELFCARE
51710002700,Binge drinking among adults aged >=18 years,14.3,2900,POINT (-76.29499413 36.87621432),RISKBEH,BINGE
51710003300,No leisure-time physical activity among adults aged >=18 years,34.1,2651,POINT (-76.2535438 36.86666348),RISKBEH,LPA
51710005701,Diagnosed diabetes among adults aged >=18 years,14.9,4663,POINT (-76.2553866 36.91099182),HLTHOUT,DIABETES
51710002300,Binge drinking among adults aged >=18 years,20.3,2028,POINT (-76.2984604 36.897845),RISKBEH,BINGE
51710000400,Sleeping less than 7 hours among adults aged >=18 years,38.8,3241,POINT (-76.28108443 36.96558599),RISKBEH,SLEEP
51710005100,Any disability among adults aged >=18 years,42.3,4522,POINT (-76.25961471 36.8317244),DISABLT,DISABILITY
51710000300,High blood pressure among adults aged >=18 years,31.8,2985,POINT (-76.25319205 36.95136103),HLTHOUT,BPHIGH
51710005500,Stroke among adults aged >=18 years,3.3,2855,POINT (-76.26143124 36.92347901),HLTHOUT,STROKE
51710000202,Sleeping less than 7 hours among adults aged >=18 years,38.6,3869,POINT (-76.23904879 36.93745451),RISKBEH,SLEEP
51710000800,Sleeping less than 7 hours among adults aged >=18 years,37.9,2075,POINT (-76.26881805 36.93878702),RISKBEH,SLEEP
51710004001,Binge drinking among adults aged >=18 years,21.8,1037,POINT (-76.29183834 36.85983829),RISKBEH,BINGE
51710006502,Binge drinking among adults aged >=18 years,19.9,2579,POINT (-76.18802269 36.92719523),RISKBEH,BINGE
51710006607,Stroke among adults aged >=18 years,3.5,3030,POINT (-76.21658621 36.89678113),HLTHOUT,STROKE
51710004600,Hearing disability among adults aged >=18 years,5.2,2193,POINT (-76.25252421 36.8422434),DISABLT,HEARING
51710004200,Binge drinking among adults aged >=18 years,9.4,1744,POINT (-76.27705907 36.8525619),RISKBEH,BINGE
51710006604,Mental health not good for >=14 days among adults aged >=18 years,17.6,1892,POINT (-76.1961695 36.92156559),HLTHSTAT,MHLTH
51710000901,Arthritis among adults aged >=18 years,8.7,5472,POINT (-76.29947547 36.92486123),HLTHOUT,ARTHRITIS
51710003501,Depression among adults aged >=18 years,21.6,3419,POINT (-76.27659293 36.86156759),HLTHOUT,DEPRESSION
51710000400,Arthritis among adults aged >=18 years,24.6,3241,POINT (-76.28108443 36.96558599),HLTHOUT,ARTHRITIS
51710002200,Chronic obstructive pulmonary disease among adults aged >=18 years,4.9,1905,POINT (-76.28008644 36.89700155),HLTHOUT,COPD
51710003700,Coronary heart disease among adults aged >=18 years,3.3,2166,POINT (-76.29670837 36.86892066),HLTHOUT,CHD
51710006800,Hearing disability among adults aged >=18 years,5.7,1765,POINT (-76.193864 36.86497999),DISABLT,HEARING
51710004800,Mobility disability among adults aged >=18 years,29.7,1402,POINT (-76.28026309 36.84420395),DISABLT,MOBILITY
51710000902,Mobility disability among adults aged >=18 years,3.7,3541,POINT (-76.30202349 36.93784894),DISABLT,MOBILITY
51710004500,Stroke among adults aged >=18 years,5,1374,POINT (-76.25055325 36.84960713),HLTHOUT,STROKE
51710002100,Coronary heart disease among adults aged >=18 years,7.7,1414,POINT (-76.26825771 36.88921971),HLTHOUT,CHD
51710005601,Mobility disability among adults aged >=18 years,13.7,3996,POINT (-76.237204 36.92869688),DISABLT,MOBILITY
51710000400,Depression among adults aged >=18 years,23.7,3241,POINT (-76.28108443 36.96558599),HLTHOUT,DEPRESSION
51710000901,Depression among adults aged >=18 years,25.5,5472,POINT (-76.29947547 36.92486123),HLTHOUT,DEPRESSION
51710006606,Arthritis among adults aged >=18 years,26.3,4177,POINT (-76.22590948 36.90958277),HLTHOUT,ARTHRITIS
51710003600,Binge drinking among adults aged >=18 years,22.4,1357,POINT (-76.28748476 36.86569697),RISKBEH,BINGE
51710004200,Current asthma among adults aged >=18 years,17.8,1744,POINT (-76.27705907 36.8525619),HLTHOUT,CASTHMA
51710006607,Binge drinking among adults aged >=18 years,16,3030,POINT (-76.21658621 36.89678113),RISKBEH,BINGE
51710006200,Stroke among adults aged >=18 years,3.5,3305,POINT (-76.21691302 36.87205539),HLTHOUT,STROKE
51710004900,Stroke among adults aged >=18 years,2.4,3930,POINT (-76.28974606 36.85014723),HLTHOUT,STROKE
51710002800,Diagnosed diabetes among adults aged >=18 years,10,4151,POINT (-76.28510779 36.88518571),HLTHOUT,DIABETES
51710004300,Sleeping less than 7 hours among adults aged >=18 years,49.9,3499,POINT (-76.26511761 36.85525712),RISKBEH,SLEEP
51710000202,Mental health not good for >=14 days among adults aged >=18 years,17.4,3869,POINT (-76.23904879 36.93745451),HLTHSTAT,MHLTH
51710004002,Mobility disability among adults aged >=18 years,8.9,3097,POINT (-76.30109372 36.85947243),DISABLT,MOBILITY
51710002400,Mobility disability among adults aged >=18 years,9.3,3461,POINT (-76.30969082 36.89706478),DISABLT,MOBILITY
51710005000,Coronary heart disease among adults aged >=18 years,7.5,3271,POINT (-76.28278864 36.83259999),HLTHOUT,CHD
51710002500,Mobility disability among adults aged >=18 years,7.7,4748,POINT (-76.30738283 36.88245572),DISABLT,MOBILITY
51710002500,Stroke among adults aged >=18 years,1.7,4748,POINT (-76.30738283 36.88245572),HLTHOUT,STROKE
51710000700,Current asthma among adults aged >=18 years,10.8,2864,POINT (-76.2537628 36.93309729),HLTHOUT,CASTHMA
51710000500,Hearing disability among adults aged >=18 years,5,3181,POINT (-76.26320561 36.94746492),DISABLT,HEARING
51710001600,Mobility disability among adults aged >=18 years,14.9,1678,POINT (-76.29253882 36.91607892),DISABLT,MOBILITY
51710006501,Cognitive disability among adults ages >=18 years,15.4,2692,POINT (-76.2077331 36.93207317),DISABLT,COGNITION
51710003200,Stroke among adults aged >=18 years,3.9,2642,POINT (-76.26099194 36.87209972),HLTHOUT,STROKE
51710001200,Mental health not good for >=14 days among adults aged >=18 years,16,3490,POINT (-76.3044108 36.91089776),HLTHSTAT,MHLTH
51710005701,Stroke among adults aged >=18 years,3.9,4663,POINT (-76.2553866 36.91099182),HLTHOUT,STROKE
51710006602,Diagnosed diabetes among adults aged >=18 years,10.5,2441,POINT (-76.22082966 36.92333687),HLTHOUT,DIABETES
51710005602,Independent living disability among adults aged >=18 years,9.1,3397,POINT (-76.24369829 36.91958478),DISABLT,INDEPLIVE
51710000901,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,16.6,5472,POINT (-76.29947547 36.92486123),HLTHOUT,HIGHCHOL
51710000901,Current asthma among adults aged >=18 years,11.7,5472,POINT (-76.29947547 36.92486123),HLTHOUT,CASTHMA
51710006400,All teeth lost among adults aged >=65 years,17.5,3277,POINT (-76.2350247 36.84692188),HLTHOUT,TEETHLOST
51710005903,Binge drinking among adults aged >=18 years,16.8,1623,POINT (-76.22241485 36.87803636),RISKBEH,BINGE
51710000600,Binge drinking among adults aged >=18 years,19.1,4327,POINT (-76.253423 36.9404275),RISKBEH,BINGE
51710007002,No leisure-time physical activity among adults aged >=18 years,23.8,3559,POINT (-76.21770244 36.84569074),RISKBEH,LPA
51710004400,Mental health not good for >=14 days among adults aged >=18 years,18.9,1460,POINT (-76.25393447 36.85594681),HLTHSTAT,MHLTH
51710003100,Independent living disability among adults aged >=18 years,10.4,3116,POINT (-76.25701303 36.88196157),DISABLT,INDEPLIVE
51710000201,Chronic obstructive pulmonary disease among adults aged >=18 years,5.5,2742,POINT (-76.23748996 36.94398512),HLTHOUT,COPD
51710006605,Binge drinking among adults aged >=18 years,17.3,2672,POINT (-76.20449231 36.91253579),RISKBEH,BINGE
51710005903,Stroke among adults aged >=18 years,3.6,1623,POINT (-76.22241485 36.87803636),HLTHOUT,STROKE
51710003800,Mobility disability among adults aged >=18 years,2.4,22065,POINT (-76.3066606 36.86906456),DISABLT,MOBILITY
51710002700,Mobility disability among adults aged >=18 years,21.2,2900,POINT (-76.29499413 36.87621432),DISABLT,MOBILITY
51710005000,Chronic kidney disease among adults aged >=18 years,4.8,3271,POINT (-76.28278864 36.83259999),HLTHOUT,KIDNEY
51710005601,Independent living disability among adults aged >=18 years,8.3,3996,POINT (-76.237204 36.92869688),DISABLT,INDEPLIVE
51710002300,Stroke among adults aged >=18 years,2,2028,POINT (-76.2984604 36.897845),HLTHOUT,STROKE
51710000800,Mental health not good for >=14 days among adults aged >=18 years,18.3,2075,POINT (-76.26881805 36.93878702),HLTHSTAT,MHLTH
51710007002,Cognitive disability among adults ages >=18 years,12.3,3559,POINT (-76.21770244 36.84569074),DISABLT,COGNITION
51710001300,Coronary heart disease among adults aged >=18 years,3.9,2378,POINT (-76.28029637 36.91780115),HLTHOUT,CHD
51710003400,Binge drinking among adults aged >=18 years,13.5,2068,POINT (-76.26703827 36.86517359),RISKBEH,BINGE
51710002200,Depression among adults aged >=18 years,20.6,1905,POINT (-76.28008644 36.89700155),HLTHOUT,DEPRESSION
51710001100,Diagnosed diabetes among adults aged >=18 years,9.9,2593,POINT (-76.31191959 36.92979392),HLTHOUT,DIABETES
51710004700,Binge drinking among adults aged >=18 years,20.2,2768,POINT (-76.26708391 36.84592943),RISKBEH,BINGE
51710006901,Independent living disability among adults aged >=18 years,7.9,3384,POINT (-76.19874255 36.85420201),DISABLT,INDEPLIVE
51710000700,Stroke among adults aged >=18 years,2.5,2864,POINT (-76.2537628 36.93309729),HLTHOUT,STROKE
51710006501,Obesity among adults aged >=18 years,41.3,2692,POINT (-76.2077331 36.93207317),HLTHOUT,OBESITY
51710005500,Mobility disability among adults aged >=18 years,15.2,2855,POINT (-76.26143124 36.92347901),DISABLT,MOBILITY
51710001600,Independent living disability among adults aged >=18 years,9.4,1678,POINT (-76.29253882 36.91607892),DISABLT,INDEPLIVE
51710002900,Depression among adults aged >=18 years,21.2,3973,POINT (-76.28102761 36.87471555),HLTHOUT,DEPRESSION
51710000100,Depression among adults aged >=18 years,23.3,2356,POINT (-76.22324269 36.93630231),HLTHOUT,DEPRESSION
51710003300,Binge drinking among adults aged >=18 years,13.8,2651,POINT (-76.2535438 36.86666348),RISKBEH,BINGE
51710002400,Coronary heart disease among adults aged >=18 years,4.6,3461,POINT (-76.30969082 36.89706478),HLTHOUT,CHD
51710002000,Mobility disability among adults aged >=18 years,12.9,1320,POINT (-76.26147458 36.89686213),DISABLT,MOBILITY
51710006100,Fair or poor self-rated health status among adults aged >=18 years,19.9,7740,POINT (-76.24276354 36.87392642),HLTHSTAT,GHLTH
51710000100,Physical health not good for >=14 days among adults aged >=18 years,11.5,2356,POINT (-76.22324269 36.93630231),HLTHSTAT,PHLTH
51710001100,Independent living disability among adults aged >=18 years,10,2593,POINT (-76.31191959 36.92979392),DISABLT,INDEPLIVE
51710006605,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,34.9,2672,POINT (-76.20449231 36.91253579),HLTHOUT,HIGHCHOL
51710001700,Current smoking among adults aged >=18 years,12.7,2246,POINT (-76.28225129 36.90521532),RISKBEH,CSMOKING
51710000300,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,34.1,2985,POINT (-76.25319205 36.95136103),HLTHOUT,HIGHCHOL
51710001300,Diagnosed diabetes among adults aged >=18 years,9.9,2378,POINT (-76.28029637 36.91780115),HLTHOUT,DIABETES
51710001300,Self-care disability among adults aged >=18 years,3.9,2378,POINT (-76.28029637 36.91780115),DISABLT,SELFCARE
51710006200,Binge drinking among adults aged >=18 years,17.2,3305,POINT (-76.21691302 36.87205539),RISKBEH,BINGE
51710002100,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,42,1414,POINT (-76.26825771 36.88921971),HLTHOUT,HIGHCHOL
51710006606,Mobility disability among adults aged >=18 years,13,4177,POINT (-76.22590948 36.90958277),DISABLT,MOBILITY
51710006100,Independent living disability among adults aged >=18 years,9.4,7740,POINT (-76.24276354 36.87392642),DISABLT,INDEPLIVE
51710004300,Cancer (excluding skin cancer) among adults aged >=18 years,5.5,3499,POINT (-76.26511761 36.85525712),HLTHOUT,CANCER
51710003501,High blood pressure among adults aged >=18 years,47,3419,POINT (-76.27659293 36.86156759),HLTHOUT,BPHIGH
51710004002,Diagnosed diabetes among adults aged >=18 years,7.8,3097,POINT (-76.30109372 36.85947243),HLTHOUT,DIABETES
51710004100,Self-care disability among adults aged >=18 years,15.4,2029,POINT (-76.28300509 36.85689011),DISABLT,SELFCARE
51710000500,Current smoking among adults aged >=18 years,18.3,3181,POINT (-76.26320561 36.94746492),RISKBEH,CSMOKING
51710000902,Diagnosed diabetes among adults aged >=18 years,2.9,3541,POINT (-76.30202349 36.93784894),HLTHOUT,DIABETES
51710000600,Cognitive disability among adults ages >=18 years,16.9,4327,POINT (-76.253423 36.9404275),DISABLT,COGNITION
51710000600,Stroke among adults aged >=18 years,2.6,4327,POINT (-76.253423 36.9404275),HLTHOUT,STROKE
51710006502,Independent living disability among adults aged >=18 years,6.4,2579,POINT (-76.18802269 36.92719523),DISABLT,INDEPLIVE
51710000901,Sleeping less than 7 hours among adults aged >=18 years,40.2,5472,POINT (-76.29947547 36.92486123),RISKBEH,SLEEP
51710006604,Independent living disability among adults aged >=18 years,8.8,1892,POINT (-76.1961695 36.92156559),DISABLT,INDEPLIVE
51710000800,Any disability among adults aged >=18 years,26,2075,POINT (-76.26881805 36.93878702),DISABLT,DISABILITY
51710005901,Binge drinking among adults aged >=18 years,16,4678,POINT (-76.23404891 36.89658803),RISKBEH,BINGE
51710002000,Vision disability among adults aged >=18 years,4.1,1320,POINT (-76.26147458 36.89686213),DISABLT,VISION
51710001400,Physical health not good for >=14 days among adults aged >=18 years,14.1,2470,POINT (-76.2672296 36.90800397),HLTHSTAT,PHLTH
51710000902,Cognitive disability among adults ages >=18 years,19.5,3541,POINT (-76.30202349 36.93784894),DISABLT,COGNITION
51710003600,Obesity among adults aged >=18 years,32.2,1357,POINT (-76.28748476 36.86569697),HLTHOUT,OBESITY
